employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
61056,Sales & Marketing,region_20,Master's & above,m,sourcing,1,41,1,7,0,0,44,0
47285,R&D,region_2,,m,other,1,25,4,2,0,0,85,0
17656,Finance,region_30,Bachelor's,m,sourcing,1,28,3,2,1,0,60,0
44451,HR,region_2,Bachelor's,m,referred,1,25,,1,1,0,45,0
60721,Sales & Marketing,region_22,Bachelor's,m,other,2,29,2,5,0,0,51,0
60407,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,38,2,8,0,0,53,0
61066,Technology,region_2,Below Secondary,m,referred,1,24,4,3,0,0,78,0
69913,Analytics,region_22,,m,other,1,28,3,4,0,0,88,1
76193,Analytics,region_28,Bachelor's,m,other,2,34,5,5,1,0,86,0
29978,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,34,2,4,0,0,47,0
72239,Technology,region_22,Master's & above,f,other,1,31,5,6,1,0,82,0
73559,Analytics,region_22,Bachelor's,f,sourcing,2,30,3,3,0,0,85,0
20370,Analytics,region_11,Bachelor's,m,sourcing,2,36,3,7,1,0,82,0
1887,Technology,region_7,Master's & above,m,sourcing,1,53,5,6,1,0,80,0
15808,HR,region_16,Bachelor's,f,sourcing,1,33,3,2,0,0,52,0
75671,Procurement,region_30,Bachelor's,m,sourcing,1,27,3,3,0,1,93,1
68023,Finance,region_2,Master's & above,m,other,1,40,2,2,1,0,57,0
37799,Sales & Marketing,region_15,,m,other,1,35,3,9,0,0,49,0
14346,Sales & Marketing,region_29,Bachelor's,f,other,1,32,2,6,0,0,48,0
39143,HR,region_2,Bachelor's,m,sourcing,2,34,2,9,0,0,46,0
64228,Sales & Marketing,region_24,Bachelor's,m,sourcing,2,28,4,1,0,0,54,0
3910,Analytics,region_27,Bachelor's,m,other,1,29,4,2,0,0,84,0
53529,Technology,region_23,Bachelor's,m,other,2,34,5,7,1,0,72,0
71456,Sales & Marketing,region_13,Master's & above,m,sourcing,1,43,5,6,0,0,44,0
51249,Procurement,region_24,Bachelor's,f,other,2,30,3,5,0,0,70,0
58049,Technology,region_7,Master's & above,f,other,1,32,4,5,0,0,81,0
4856,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,39,3,10,1,0,53,1
43208,Operations,region_4,Master's & above,m,other,1,40,5,11,0,0,60,0
10175,Procurement,region_26,Bachelor's,m,other,3,30,3,3,0,0,64,0
35346,Analytics,region_2,,m,other,2,38,4,4,0,0,87,0
21659,Sales & Marketing,region_15,Master's & above,m,sourcing,1,41,1,12,0,0,52,0
34768,Finance,region_28,Master's & above,m,sourcing,1,33,5,9,0,0,63,0
68786,Sales & Marketing,region_2,Bachelor's,m,other,1,47,5,7,1,0,53,0
26985,Technology,region_22,Bachelor's,f,sourcing,1,28,5,2,1,0,83,0
44375,Technology,region_16,Bachelor's,m,other,1,33,5,4,1,0,82,0
36725,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,31,1,4,0,0,44,0
28922,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,43,4,17,1,0,46,0
12952,Procurement,region_2,Below Secondary,f,other,1,24,4,2,1,0,72,0
28940,Operations,region_29,Master's & above,m,other,1,42,4,7,0,0,58,0
49748,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,1,4,0,0,49,0
36554,Operations,region_22,Bachelor's,m,other,4,30,5,8,1,0,61,0
35320,Technology,region_7,Master's & above,m,other,1,44,4,5,0,0,84,0
41805,Procurement,region_20,Bachelor's,m,sourcing,1,32,2,9,0,0,70,0
23662,Operations,region_2,Bachelor's,f,other,1,49,4,3,1,0,59,0
20003,Technology,region_16,Bachelor's,f,sourcing,2,35,3,7,0,0,82,0
43909,Operations,region_2,Master's & above,f,other,1,42,4,6,0,0,66,0
3722,Procurement,region_7,Bachelor's,m,sourcing,1,38,5,10,1,0,71,0
19509,Analytics,region_2,Master's & above,m,sourcing,1,41,5,3,1,0,90,0
854,Operations,region_8,Bachelor's,m,other,1,30,5,3,1,0,57,0
47096,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,,1,1,0,94,1
39334,Legal,region_22,Bachelor's,m,other,1,27,4,4,1,1,57,0
43295,Finance,region_22,Bachelor's,m,sourcing,2,27,4,5,0,0,61,0
21929,Procurement,region_26,Bachelor's,f,sourcing,1,25,3,2,0,0,69,0
56058,Sales & Marketing,region_2,Bachelor's,m,other,2,37,2,4,0,0,48,0
19284,Finance,region_13,Master's & above,f,other,1,33,5,3,1,0,58,0
9093,Operations,region_33,Bachelor's,m,sourcing,1,32,3,4,0,0,54,0
73295,Analytics,region_7,Master's & above,m,other,2,32,3,4,1,1,82,1
73315,HR,region_2,Bachelor's,m,sourcing,1,31,2,6,0,0,46,0
61182,Operations,region_22,Master's & above,m,sourcing,1,40,3,10,1,0,60,0
33785,Sales & Marketing,region_14,Bachelor's,f,other,2,33,2,5,0,0,50,0
11613,Sales & Marketing,region_32,Bachelor's,m,other,2,27,5,2,0,0,55,0
38749,Technology,region_22,Bachelor's,m,other,2,26,5,2,0,0,80,0
77426,Operations,region_2,Bachelor's,f,other,1,49,5,8,0,0,58,0
75200,Finance,region_4,Master's & above,f,other,1,33,3,4,0,0,64,0
52632,Operations,region_27,Bachelor's,m,sourcing,1,37,1,9,0,0,61,0
42840,Procurement,region_22,Master's & above,m,other,1,35,4,4,0,0,68,0
76411,Analytics,region_7,Bachelor's,m,sourcing,2,27,3,2,0,0,85,0
38692,Sales & Marketing,region_31,Master's & above,f,sourcing,1,34,3,3,0,0,50,0
15014,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,29,3,6,0,0,53,0
52286,Sales & Marketing,region_28,Master's & above,f,other,1,34,5,6,1,1,99,1
14812,Technology,region_15,Bachelor's,m,other,3,32,3,7,0,0,83,0
65509,Operations,region_2,Master's & above,m,sourcing,3,42,3,4,0,0,60,0
68875,HR,region_2,Bachelor's,m,referred,1,31,4,7,0,0,55,0
16763,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,40,4,2,0,0,51,0
22886,Sales & Marketing,region_13,Bachelor's,m,other,1,34,5,7,0,0,49,0
67074,Technology,region_5,Bachelor's,f,sourcing,2,25,3,2,0,0,79,0
43004,Operations,region_15,Bachelor's,m,other,1,41,3,2,0,0,61,0
14638,Analytics,region_25,Bachelor's,f,other,1,29,,1,0,0,84,1
13069,Sales & Marketing,region_16,Master's & above,f,other,1,32,1,5,0,0,52,0
57116,Operations,region_15,Master's & above,m,referred,1,44,5,14,0,0,57,0
52929,HR,region_2,Below Secondary,m,sourcing,1,26,1,2,1,0,47,0
67400,Legal,region_32,Bachelor's,m,other,1,30,4,2,0,0,60,0
36428,Finance,region_22,Bachelor's,m,sourcing,1,28,4,2,1,0,60,0
18531,Analytics,region_28,Master's & above,m,sourcing,2,32,3,4,1,0,86,1
35061,Sales & Marketing,region_32,Bachelor's,m,other,1,29,1,5,0,0,47,0
42471,Procurement,region_2,Bachelor's,m,other,1,37,2,5,0,0,71,0
6025,Sales & Marketing,region_31,Bachelor's,m,other,3,30,4,3,0,0,49,0
52611,Sales & Marketing,region_4,Master's & above,m,sourcing,1,50,3,10,0,0,49,0
33288,Technology,region_2,Bachelor's,m,other,1,48,5,16,1,0,82,0
62298,Sales & Marketing,region_5,Bachelor's,m,other,1,29,1,5,0,0,47,0
24939,Sales & Marketing,region_2,Bachelor's,f,other,1,51,1,19,0,0,55,0
55741,Procurement,region_2,Master's & above,m,sourcing,1,36,5,7,1,0,69,0
16499,Technology,region_27,Bachelor's,f,other,2,27,3,4,0,0,82,0
17655,Technology,region_7,Master's & above,m,other,1,46,4,4,0,0,84,0
55620,Sales & Marketing,region_2,,f,other,1,30,,1,1,0,48,0
50166,Operations,region_16,Master's & above,m,sourcing,1,44,4,11,1,0,97,1
17931,Legal,region_22,Bachelor's,m,other,1,29,3,3,1,0,60,0
23886,Procurement,region_22,Bachelor's,m,other,1,27,3,2,0,0,70,0
22287,Technology,region_6,Bachelor's,m,other,1,27,3,5,0,0,81,0
71949,Sales & Marketing,region_5,Master's & above,m,sourcing,1,34,3,3,0,0,51,0
9249,Operations,region_2,Bachelor's,m,other,1,55,3,4,1,1,59,0
70724,Technology,region_33,Master's & above,m,other,1,57,4,26,0,0,80,0
67318,Procurement,region_5,Bachelor's,m,sourcing,2,27,3,3,0,0,67,0
76584,Finance,region_2,Master's & above,m,sourcing,1,52,3,7,1,0,59,0
15599,Procurement,region_27,Bachelor's,f,other,1,25,,1,0,0,69,0
1448,Operations,region_32,Bachelor's,f,other,1,34,3,7,0,0,64,0
30168,Sales & Marketing,region_2,Master's & above,m,sourcing,2,36,3,3,0,0,43,0
23175,Procurement,region_13,Master's & above,m,sourcing,1,36,4,9,0,0,69,0
77436,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,44,5,5,1,0,54,0
75257,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,34,2,8,0,0,54,0
3862,Technology,region_9,Bachelor's,m,other,1,28,2,2,1,0,83,0
35018,Operations,region_7,Master's & above,f,sourcing,1,33,3,7,1,0,59,0
5680,Analytics,region_19,Bachelor's,m,other,1,37,4,8,0,0,83,0
28671,Operations,region_15,Master's & above,m,sourcing,1,43,4,6,0,0,58,0
13740,Operations,region_2,Below Secondary,f,sourcing,1,25,3,2,0,0,60,0
76576,Technology,region_31,Master's & above,f,other,1,37,3,9,0,0,78,0
42442,Operations,region_11,Bachelor's,m,other,1,26,3,2,0,0,60,0
1975,Analytics,region_2,Bachelor's,m,other,1,27,3,3,1,0,84,0
9044,Procurement,region_7,Bachelor's,m,sourcing,1,30,4,6,1,0,70,1
73943,Procurement,region_2,Bachelor's,m,other,2,34,3,4,0,0,70,0
70093,Analytics,region_22,Bachelor's,m,sourcing,2,30,1,4,0,0,86,0
62422,HR,region_2,Master's & above,f,sourcing,1,52,3,23,1,0,50,1
70250,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,54,3,22,0,0,50,0
77030,HR,region_2,Master's & above,m,sourcing,1,50,2,6,1,0,44,0
3153,Operations,region_16,Bachelor's,m,sourcing,2,30,3,5,0,0,58,0
46068,Operations,region_32,Bachelor's,f,other,1,40,4,5,0,0,61,0
44501,Sales & Marketing,region_2,,m,sourcing,1,24,1,3,1,0,50,1
71758,Analytics,region_16,Bachelor's,m,other,1,40,5,4,1,0,82,0
55924,Technology,region_7,Master's & above,m,sourcing,1,32,5,9,1,0,71,1
50851,Procurement,region_16,Bachelor's,f,other,1,30,2,4,1,0,72,0
60730,Operations,region_19,Bachelor's,m,sourcing,1,45,3,4,0,0,57,0
63244,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,3,4,0,0,51,0
20393,Sales & Marketing,region_5,Bachelor's,m,other,1,31,4,4,0,0,51,0
78287,Analytics,region_7,Bachelor's,m,other,1,35,3,2,0,0,83,0
14473,Sales & Marketing,region_21,Bachelor's,f,sourcing,1,33,1,8,0,0,50,0
9804,HR,region_26,Bachelor's,f,sourcing,1,35,3,4,0,0,43,0
2498,Procurement,region_22,Bachelor's,m,sourcing,1,32,,1,0,0,66,0
14116,Sales & Marketing,region_1,Bachelor's,m,other,1,27,1,2,0,0,56,0
27108,Technology,region_22,Bachelor's,m,referred,1,27,3,2,0,0,79,0
17204,Analytics,region_4,Master's & above,m,sourcing,1,33,5,4,0,0,85,1
66206,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,29,3,4,0,0,43,0
32006,Technology,region_23,Bachelor's,f,other,1,33,1,5,0,0,82,0
57593,Technology,region_23,Master's & above,m,other,1,34,1,2,1,0,86,1
70507,Sales & Marketing,region_2,Master's & above,f,other,2,57,3,7,1,0,52,0
65386,Technology,region_22,Bachelor's,m,other,1,25,,1,0,0,85,0
734,Sales & Marketing,region_15,Master's & above,m,other,2,36,3,9,0,0,47,0
43978,Technology,region_11,Master's & above,m,other,1,40,3,5,0,0,78,0
71771,Operations,region_27,Master's & above,m,other,2,36,3,3,0,0,56,0
31438,Procurement,region_26,Bachelor's,f,other,1,30,4,3,1,0,69,0
6222,Technology,region_2,Bachelor's,f,sourcing,1,38,3,8,0,0,79,0
43988,Technology,region_2,Bachelor's,m,other,1,31,1,4,0,0,77,0
59857,R&D,region_4,Bachelor's,m,sourcing,1,33,4,3,0,0,86,0
26975,Sales & Marketing,region_7,Bachelor's,m,other,4,38,3,4,0,0,49,0
47199,Operations,region_22,Master's & above,m,sourcing,1,42,2,7,0,0,61,0
50335,Sales & Marketing,region_2,Bachelor's,f,other,1,44,4,7,1,0,47,0
76335,Procurement,region_34,Bachelor's,m,sourcing,1,29,,1,1,0,68,0
23126,Analytics,region_13,Master's & above,m,other,1,31,3,6,0,0,82,0
15523,HR,region_22,Master's & above,m,sourcing,1,38,1,7,0,0,46,0
63281,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,24,,1,1,0,49,0
3044,Technology,region_6,Bachelor's,m,other,1,40,3,5,0,0,78,0
63752,HR,region_31,Bachelor's,m,other,1,35,3,5,0,0,54,0
47484,Analytics,region_34,Bachelor's,m,other,1,32,3,5,0,0,84,0
3310,Procurement,region_15,Bachelor's,m,other,1,31,3,6,1,0,71,0
48476,Operations,region_27,Master's & above,f,other,1,38,3,9,0,0,59,0
33466,Sales & Marketing,region_22,Master's & above,m,other,1,47,4,7,0,0,51,0
9821,Operations,region_2,Master's & above,f,other,1,36,5,4,1,0,59,0
49011,Operations,region_2,Bachelor's,m,referred,3,37,3,10,0,0,62,0
73822,Analytics,region_2,Bachelor's,m,sourcing,2,31,5,6,1,0,88,0
58358,Operations,region_16,Below Secondary,f,sourcing,1,24,3,3,0,0,61,0
31244,Technology,region_13,Master's & above,m,other,1,32,5,6,1,1,77,1
47415,Operations,region_2,Master's & above,m,referred,1,34,3,7,1,0,63,0
38601,Sales & Marketing,region_2,,m,other,1,53,2,23,0,0,53,0
23759,Sales & Marketing,region_2,Bachelor's,m,referred,1,34,5,6,1,0,52,0
70964,Operations,region_22,Bachelor's,m,referred,1,32,4,4,1,0,58,1
77000,Operations,region_2,Master's & above,f,other,1,35,3,10,1,0,63,0
13765,Finance,region_2,,f,other,1,33,4,6,0,0,54,0
3408,Technology,region_16,Bachelor's,m,other,2,36,5,4,1,0,81,1
64599,Analytics,region_30,Bachelor's,m,sourcing,1,28,3,2,0,0,87,0
6641,Operations,region_2,Bachelor's,m,other,1,49,1,17,0,0,56,0
45776,Sales & Marketing,region_32,,m,sourcing,1,24,,1,0,0,51,0
48273,Technology,region_2,Bachelor's,m,other,2,38,2,5,0,0,81,0
7165,Finance,region_32,Bachelor's,m,other,1,32,3,9,0,0,62,0
46368,Sales & Marketing,region_32,,m,other,1,27,,1,0,0,51,0
35866,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,35,5,7,1,0,53,0
34582,Sales & Marketing,region_15,Bachelor's,f,other,1,34,3,3,0,0,49,0
14819,Operations,region_16,Master's & above,f,other,1,34,1,6,0,0,63,0
6457,HR,region_3,Bachelor's,m,sourcing,1,27,5,2,1,0,48,0
65690,Operations,region_32,Bachelor's,m,sourcing,2,32,4,10,0,0,60,0
53766,Technology,region_26,Master's & above,m,other,2,51,3,19,0,0,83,0
61504,Sales & Marketing,region_20,Master's & above,m,sourcing,2,41,5,12,0,0,47,0
58792,Technology,region_13,Master's & above,m,sourcing,1,38,3,4,1,1,78,1
74300,Sales & Marketing,region_13,Bachelor's,m,other,2,40,4,5,1,0,50,0
4970,Finance,region_2,Bachelor's,m,other,2,29,3,3,0,0,56,0
41390,Operations,region_2,Master's & above,f,sourcing,1,52,5,11,1,0,61,0
6660,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,54,4,7,0,0,49,0
7292,Sales & Marketing,region_2,,m,other,2,48,1,15,0,0,48,0
60887,Technology,region_22,Bachelor's,f,sourcing,1,28,3,4,1,0,81,0
21578,HR,region_7,Bachelor's,m,other,1,38,3,5,0,0,47,0
272,Technology,region_7,Bachelor's,f,sourcing,1,29,5,2,1,0,82,1
47885,Operations,region_22,Master's & above,f,other,2,33,3,6,1,0,63,0
31652,Technology,region_22,Bachelor's,f,other,1,34,4,4,1,0,78,0
38831,Analytics,region_1,Master's & above,m,other,1,35,3,5,1,0,87,0
32409,Procurement,region_27,Bachelor's,f,sourcing,1,36,5,7,1,0,65,1
4708,Finance,region_32,,m,sourcing,1,30,3,3,0,0,57,0
46014,Sales & Marketing,region_2,,m,other,1,26,2,2,0,0,54,0
60298,Operations,region_22,Bachelor's,f,sourcing,2,38,1,11,0,0,61,0
16199,Operations,region_2,Bachelor's,m,other,2,28,3,4,0,0,58,0
73222,Legal,region_2,Master's & above,m,other,1,59,5,6,1,0,60,0
69589,Procurement,region_17,Master's & above,m,sourcing,1,33,3,7,0,0,69,0
12442,Operations,region_2,Bachelor's,m,other,1,36,1,4,0,0,59,0
77713,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,34,5,6,1,1,93,1
14090,Sales & Marketing,region_2,,f,other,1,32,3,7,0,0,50,0
59391,Analytics,region_13,Bachelor's,m,other,2,29,2,2,0,0,88,1
37437,Sales & Marketing,region_2,Bachelor's,f,other,1,37,2,10,0,0,52,0
59827,Analytics,region_14,Bachelor's,m,other,1,36,3,2,1,0,80,0
73128,Sales & Marketing,region_4,Bachelor's,f,other,1,37,5,10,0,0,48,0
16671,Operations,region_20,Bachelor's,m,sourcing,1,42,4,10,0,0,60,0
1828,Operations,region_34,Bachelor's,m,other,1,36,4,3,0,0,63,0
51618,Analytics,region_22,Bachelor's,m,referred,1,28,4,5,1,0,86,1
40801,Sales & Marketing,region_26,Bachelor's,m,other,2,35,4,8,1,0,50,0
10099,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,32,5,8,1,0,47,0
47473,Sales & Marketing,region_2,Master's & above,m,sourcing,2,33,2,4,0,0,54,0
67635,Legal,region_2,Master's & above,m,other,1,44,1,3,0,0,57,0
36395,Analytics,region_27,Bachelor's,m,sourcing,2,33,3,8,0,0,80,0
23111,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,27,5,7,1,0,45,1
12683,Sales & Marketing,region_27,Bachelor's,m,sourcing,4,31,3,7,0,0,51,0
35282,Finance,region_22,Bachelor's,f,sourcing,1,26,,1,1,0,63,0
49091,Finance,region_2,Bachelor's,m,sourcing,1,46,3,12,0,0,63,0
31435,Sales & Marketing,region_22,Bachelor's,m,other,1,49,3,14,0,0,51,0
44714,Technology,region_22,Master's & above,m,sourcing,1,47,5,19,1,0,72,1
59482,Technology,region_2,Master's & above,f,sourcing,3,33,3,6,0,0,83,0
24849,Operations,region_22,Bachelor's,m,other,1,30,,1,0,0,63,0
49377,Analytics,region_7,Bachelor's,f,sourcing,2,31,2,5,0,0,86,0
47523,Sales & Marketing,region_2,,f,sourcing,1,26,,1,1,0,55,0
21854,Procurement,region_7,Master's & above,m,other,1,34,3,6,1,0,67,1
57121,Operations,region_13,Bachelor's,m,sourcing,1,34,3,2,1,0,60,0
44844,Procurement,region_7,Master's & above,f,sourcing,3,51,3,11,0,0,72,0
44972,Technology,region_2,Master's & above,m,other,1,44,5,6,1,0,77,1
36156,Procurement,region_2,Master's & above,m,other,1,30,,1,0,0,66,0
4960,Sales & Marketing,region_15,Bachelor's,m,other,1,29,5,5,1,0,54,0
53101,Operations,region_15,Master's & above,m,sourcing,2,33,3,6,0,0,61,0
37721,Procurement,region_7,Bachelor's,f,other,3,33,3,6,0,0,71,0
38185,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,33,5,7,1,0,48,0
41026,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,29,3,4,0,0,48,0
49837,Analytics,region_9,Bachelor's,m,sourcing,1,30,5,4,0,0,84,0
27545,Operations,region_8,Master's & above,f,other,1,37,5,4,1,0,60,0
52913,Procurement,region_4,Bachelor's,f,other,3,28,3,5,0,0,74,0
59518,Technology,region_2,Below Secondary,f,sourcing,2,26,5,4,1,0,81,0
38866,Procurement,region_30,Master's & above,m,other,1,33,5,3,1,0,66,0
53911,Technology,region_26,Bachelor's,f,other,1,25,,1,0,0,79,0
23913,Operations,region_10,Bachelor's,m,sourcing,1,35,5,4,1,0,60,0
60565,Technology,region_2,Master's & above,m,sourcing,1,38,5,9,0,0,83,1
32187,Operations,region_7,Bachelor's,f,other,1,36,2,7,0,0,56,0
6458,Sales & Marketing,region_9,Master's & above,m,other,1,37,1,4,0,0,47,0
72066,Operations,region_11,Bachelor's,m,other,1,32,5,9,0,0,60,0
72815,Finance,region_14,Bachelor's,m,other,1,31,3,4,0,0,61,0
3848,Technology,region_5,Master's & above,f,other,1,34,3,3,0,0,78,0
70674,Technology,region_22,Bachelor's,m,other,4,26,4,3,1,0,99,1
43150,Sales & Marketing,region_16,Master's & above,m,other,1,43,4,5,0,0,49,0
41606,Operations,region_22,Master's & above,m,other,1,35,5,3,1,0,58,0
65584,Operations,region_7,Bachelor's,m,sourcing,2,40,5,12,1,0,56,0
11167,Sales & Marketing,region_16,,m,other,1,22,3,2,0,0,52,0
64980,Procurement,region_13,Master's & above,m,other,4,53,4,4,0,0,68,0
62184,Sales & Marketing,region_7,Bachelor's,m,other,2,33,4,10,0,0,51,0
16636,Procurement,region_22,Bachelor's,m,other,3,30,,1,0,0,68,0
59748,Procurement,region_2,Master's & above,m,other,1,33,3,7,0,0,69,0
9538,Operations,region_15,Master's & above,m,sourcing,1,40,4,7,1,0,62,0
47318,Technology,region_26,Bachelor's,f,other,1,30,2,5,0,0,78,0
24100,Analytics,region_32,,m,other,2,30,3,2,0,0,85,0
7620,Operations,region_7,Bachelor's,m,other,2,31,5,9,1,0,59,0
8211,Operations,region_15,Bachelor's,m,referred,1,41,5,4,0,0,58,0
14895,Sales & Marketing,region_2,Bachelor's,m,other,2,32,2,3,1,0,47,0
75725,Technology,region_7,Bachelor's,f,other,1,26,,1,0,0,74,0
24265,Procurement,region_33,Bachelor's,m,other,1,34,3,3,1,0,70,0
45045,Sales & Marketing,region_26,,f,sourcing,1,24,4,2,0,0,50,0
70018,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,27,4,5,1,0,53,1
47307,Technology,region_21,Master's & above,m,other,1,35,3,10,0,0,76,0
68113,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,33,3,9,0,0,49,0
35251,Analytics,region_7,Master's & above,m,other,2,42,3,11,0,0,88,0
31489,Sales & Marketing,region_22,Bachelor's,m,other,4,27,4,4,0,0,47,0
65338,Analytics,region_32,Bachelor's,m,other,1,27,3,1,1,0,84,0
14708,Sales & Marketing,region_25,Bachelor's,m,other,1,33,5,4,1,0,47,0
22215,R&D,region_2,,m,other,2,25,,1,0,0,84,0
76364,Procurement,region_15,Bachelor's,m,sourcing,1,29,3,7,0,0,75,0
2818,Procurement,region_7,Bachelor's,f,sourcing,1,29,,1,0,0,72,0
56319,Operations,region_22,Bachelor's,m,other,1,48,4,15,1,0,61,0
4906,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,5,6,1,0,52,0
6557,Sales & Marketing,region_2,Bachelor's,f,other,1,52,2,3,0,0,51,0
881,Operations,region_15,Bachelor's,m,sourcing,2,38,4,2,0,0,64,0
53270,Sales & Marketing,region_7,Bachelor's,m,other,3,32,5,6,0,0,48,0
13292,Procurement,region_27,Bachelor's,f,sourcing,2,32,3,3,0,0,70,0
61642,Sales & Marketing,region_15,,m,other,2,31,3,5,0,0,53,0
40442,Operations,region_26,Bachelor's,f,sourcing,1,32,2,7,0,0,57,0
486,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,34,1,7,0,0,51,0
33608,Sales & Marketing,region_15,Bachelor's,m,other,2,29,1,5,1,0,49,0
29854,Sales & Marketing,region_2,Master's & above,m,sourcing,4,40,3,3,0,0,48,0
51948,Operations,region_19,Bachelor's,m,other,1,38,3,2,0,0,61,0
27820,Operations,region_16,Master's & above,m,sourcing,1,40,2,4,0,0,59,0
75406,Operations,region_13,Bachelor's,f,other,1,35,4,8,0,0,58,0
53715,Procurement,region_17,Master's & above,f,sourcing,1,48,2,16,0,0,70,0
52991,Sales & Marketing,region_22,Master's & above,m,other,1,44,4,3,0,0,48,0
33361,Technology,region_26,Master's & above,m,other,1,32,3,5,0,0,80,0
56560,HR,region_20,Bachelor's,m,other,1,31,3,6,1,0,48,1
51067,Sales & Marketing,region_7,Bachelor's,m,other,1,52,4,7,0,0,46,0
55752,Sales & Marketing,region_2,Bachelor's,m,other,1,50,1,7,0,0,48,0
150,Technology,region_29,Bachelor's,m,other,1,26,4,3,1,0,80,0
61850,Legal,region_27,Bachelor's,m,other,1,31,3,2,1,0,57,0
50918,Operations,region_6,Bachelor's,f,other,1,36,5,3,1,0,61,0
67826,Technology,region_2,Bachelor's,m,other,1,36,4,4,1,0,77,0
24481,Analytics,region_2,,m,other,1,36,1,3,0,0,88,0
73672,Operations,region_7,Master's & above,m,sourcing,1,49,5,9,1,0,95,1
10406,Technology,region_2,Below Secondary,f,other,1,20,,1,0,0,78,0
54533,Procurement,region_2,Bachelor's,f,other,1,46,4,17,0,0,67,0
13503,Legal,region_2,Below Secondary,m,other,1,26,,1,1,0,58,0
19056,Sales & Marketing,region_26,Bachelor's,f,other,1,35,3,7,0,0,48,0
53423,Technology,region_22,Master's & above,m,other,1,37,5,5,1,0,78,0
